name,specialization,city,experience,rating,phone,email,formattedAddress
"Dr Azhar","ENT Specialist","Rawalpindi",21,4.4,"03897-6594906","dr.azhar6@diagnoai.com","Al-Qaim Hospital                B-Block, Rawalpindi.  Satellite Town , Rawalpindi"
"Dr Ahmad Shakeel Rizvi","ENT Specialist","Lahore",8,3.6,"03627-8457237","dr.ahmad.shakeel.rizvi508@diagnoai.com","Fauji Foundation Hospital                 Badian Road, Lahore Cantt, Lahore.  Lahore Cantt , Lahore"
"Dr Muhammad Amjad Noor","Urologists","karachi",17,4.2,"03573-2122680","dr.muhammad.amjad.noor920@diagnoai.com","Hill Park General Hospital                Block-3, Shaheed-e-Millat Road, Karachi.Tue, Thu & Sat 4 PM-6 PM	  Federal B Area , karachi"
"Dr Farah Naz","Gynecologists","karachi",14,4.6,"03664-9542401","dr.farah.naz902@diagnoai.com","DHA Medical Centre                DHA Medical Centre, Street 10, Phase 6, DHA, Karachi.  DHA , karachi"
"Dr Ajmal Hassan","Cardiologists","Lahore",3,4.7,"03252-2812004","dr.ajmal.hassan321@diagnoai.com","Kanan Clinic 121-Shadman 1 Lahore,  Shadman , Lahore"
"Dr Samina Naz","Gynecologists","karachi",18,4.9,"03297-7559591","dr.samina.naz528@diagnoai.com","Murshid Hospital and Health Care Centre                Hub River Road, Mujahidabad, Karachi,  Mujahidabad  , karachi"
"Dr Murtaza Ahsan Ansari","ENT Specialist","karachi",18,4.5,"03930-8194169","dr.murtaza.ahsan.ansari173@diagnoai.com","Zainab Panjwani Memorial Hospital                Mohammad Ali Habib Rd, Gazdarabad, Katrak Parsi Colony, Karachi.  Gazdarabad , karachi"
"Dr. Hassan Iqbal","ENT Specialist","Multan",8,4.1,"03129-9387763","dr..hassan.iqbal980@diagnoai.com","Al-Raheem Hospital                Nawan Shehr, Multan.  Nawan Shehr , Multan"
"Dr Rehana Hameed","Gynecologists","Islamabad",5,4.4,"03722-8977552","dr.rehana.hameed437@diagnoai.com","Ali Medical Centre                Main Markaz, Sector F - 8, Islamabad.  F-8 , Islamabad"
"Dr Mohammad Aslam","Urologists","karachi",17,3.8,"03493-9636640","dr.mohammad.aslam24@diagnoai.com","Saifee Hospital                ST-1, Block-F, North Nazimabad, Karachi.   North Nazimabad , karachi"
"Dr Asma Gul","Gynecologists","Lahore",24,4,"03795-7261457","dr.asma.gul701@diagnoai.com","Rasheed Hospital                Main Boulevard, Main Defence Road, Lahore.  Main Defence Road , Lahore"
"Dr. Rafia Qureshi","Gynecologists","karachi",17,4,"03441-6173921","dr..rafia.qureshi703@diagnoai.com","Burhani Diagnostic Center                 Mezzanine Floor, Jaffer Plaza,Mansfield Street,Saddar,Karachi.  Saddar , karachi"
"Dr Imran Ahmed","Diabetologists","Lahore",5,3.6,"03380-3367843","dr.imran.ahmed874@diagnoai.com","Cardex Hospital                3 - A, Jail Road, Lahore.  Jail Road , Lahore"
"Dr Azher Hameed","ENT Specialist","Lahore",6,4.6,"03392-4492619","dr.azher.hameed392@diagnoai.com","Bismillah Hospital                Opp Mazang Police Station, Temple Road, Mazang, Lahore  Mazang , Lahore"
"Dr Farhana Raza","Gynecologists","karachi",12,3.6,"03552-7430079","dr.farhana.raza174@diagnoai.com","ORTHOPAEDIC & MEDICAL INSTITUTE (PRIVATE) LIMITED                89/1 DEPOT LINES, KARACHI.  DEPOT LINES , karachi"
"Dr Shagufta Shafi","Skin Specialists | Dermatologists","Lahore",11,4.9,"03241-2437579","dr.shagufta.shafi37@diagnoai.com","Sir Ganga Ram Hospital                Queens Road, Mazang, Lahore.  Queens Road , Lahore"
"Dr NADEEM IQBAL","Diabetologists","Hyderabad",7,4.7,"03413-3100214","dr.nadeem.iqbal285@diagnoai.com","Diabetologist Heart Care Clinic                Unit No 2, Latifabad, Hyderabad.  Latifabad , Hyderabad"
"Dr Faisal Tasleem","Urologists","Lahore",22,3.5,"03566-7409668","dr.faisal.tasleem184@diagnoai.com","Al-Shafi Hospital                15-Gulshan Block, Main Bouleward, Allam Iqbal Town, Lahore.Daily 7 PM-9.30 PM	   Allam Iqbal Town , Lahore"
"Dr. Mohammad Ali Khan","ENT Specialist","karachi",8,3.8,"03912-7461620","dr..mohammad.ali.khan330@diagnoai.com","AKHTAR EYE HOSPITAL                 FL-1 ( 4/C ), Block 5, Rashid Minhas Road. Gulshan-e-Iqbal Karachi.  Gulshan-e-Iqbal , karachi"
"Dr. Alia Bashir","Gynecologists","Lahore",6,4.8,"03520-6555101","dr..alia.bashir545@diagnoai.com","Doctor's Hospital                 152-G/1, Canal Bank, Johar TownLahore.  Johar Town , Lahore"
"Dr. Shaista Asad","Gynecologists","karachi",6,4.3,"03740-8000279","dr..shaista.asad120@diagnoai.com","Zainab Panjwani Memorial Hospital                Mohammadali Habib Road, NumaishKarachi.  Numaish , karachi"
"Dr Farrukh Zaman","Gynecologists","Lahore",17,4.6,"03297-9647537","dr.farrukh.zaman958@diagnoai.com","Rabbani Hospital                20 - West Wood Colony, Thokar Niaz Baig, Lahore.  Thokar Niaz Baig , Lahore"
"Dr Tasneem Hameed","Gynecologists","Lahore",21,3.6,"03294-5296344","dr.tasneem.hameed815@diagnoai.com","Ittefaq Hospital Trust                Near H Block, Model Town, Lahore.  Model Town , Lahore"
"Dr Prof Rana Manzoor","Skin Specialists | Dermatologists","Lahore",15,4.8,"03456-7675850","dr.prof.rana.manzoor150@diagnoai.com","Al-Shafi Hospital                15-Gulshan Block, Main Bouleward, Allam Iqbal Town, Lahore.  Allam Iqbal Town , Lahore"
"Dr Amir ijaz","Orthopaedics","Lahore",4,3.7,"03474-1654874","dr.amir.ijaz618@diagnoai.com","Ittefaq Hospital                 Near H Block, Model Town,Lahore  Model Town , Lahore"
"Dr. Shumaila Mubashir","Gynecologists","Islamabad",20,4.9,"03732-5381701","dr..shumaila.mubashir116@diagnoai.com","Get Well Hospital                Bela Road, G-10, Islamabad/Rawalpindi.  G-10 , Islamabad"
"Dr Mohammad Yahya","Cardiologists","Lahore",3,3.7,"03237-5639251","dr.mohammad.yahya925@diagnoai.com","Surgimed Hospital                Zafar Ali Rd, Lahore.  Zafar Ali Road  , Lahore"
"Dr RAIS-UDDIN SIDDIQUE","ENT Specialist","Hyderabad",22,4.5,"03330-2002222","dr.rais.uddin.siddique748@diagnoai.com","Doctor's Line, Saddar, Hyderabad.  Saddar , Hyderabad"
"Dr Tahir H Malik","Diabetologists","Lahore",21,4.9,"03234-8943012","dr.tahir.h.malik214@diagnoai.com","National Hospital &Medical Centre                132 / 3, L - Block, Phase 1, D.H.A, Lahore Cantt.  Lahore Cantt , Lahore"
"Dr. Syeda Yasmeen Hassan","Hematologist","karachi",7,4.9,"03565-4725605","dr..syeda.yasmeen.hassan25@diagnoai.com","Sindh Institute of Urology and Transplantation                Chand Bi Bi Road, Civil Hospital, Karachi.  Chand Bi Bi Road , karachi"
"Dr Shagufta Shaheen","Gynecologists","karachi",22,4.1,"03568-7707636","dr.shagufta.shaheen757@diagnoai.com","Zainab Panjwani Memorial Hospital                Mohammad Ali Habib Road, Numaish, Karachi.  Numaish , karachi"
"Dr Tassawar Mirza Hussain","Gynecologists","Rawalpindi",5,4.3,"03565-7520623","dr.tassawar.mirza.hussain455@diagnoai.com","Al-Qaim Hospital                4th-B Road, Satellite Town, Islamabad/Rawalpindi.  Satelite Town , Rawalpindi"
"Dr Farhat Abbas","Skin Specialists | Dermatologists","Rawalpindi",8,4.4,"03928-4852414","dr.farhat.abbas963@diagnoai.com","Al-Qaim Hospital                Satellite Town, Rawalpindi.  Satellite Town , Rawalpindi"
"Dr Fauzia Haq Nawaz","Gynecologists","karachi",23,3.9,"03104-8484974","dr.fauzia.haq.nawaz49@diagnoai.com","AKUH Consulting Clinic, Stadium Road, karachi.    , karachi"
"Dr Abdul Aziz Memon","General Surgeon","karachi",22,4,"03706-4481408","dr.abdul.aziz.memon765@diagnoai.com","Murshid Hospital & Health Care Centre                Hub River Road, Mujahidabad,Karachi.  Mujahidabad , karachi"
"Dr SHAHID JAMIL AHMED","Skin Specialists | Dermatologists","Hyderabad",24,3.6,"03746-8655444","dr.shahid.jamil.ahmed746@diagnoai.com","Khawaja Consulting Chamber, Near Jama Masjid, Saddar, Hyderabad.  Saddar , Hyderabad"
"Prof. Dr. Shamsa Rizwan","Gynecologists","Islamabad",16,3.8,"03864-1834658","prof..dr..shamsa.rizwan888@diagnoai.com","Shifa Medical Center                 Savoy Arcade (Next to Standard Chartered Bank),F-11 Markaz, Islamabad.  F-11 Markaz , Islamabad"
"Dr Hamid Zaki","Skin Specialists | Dermatologists","karachi",12,4,"03513-8856707","dr.hamid.zaki65@diagnoai.com","Dr. Ziauddin Hospital                Block-B, North Nazimabad, Karachi.   North Nazimabad , karachi"
"Dr. Muhammad Asim Anwar","Gastroenterology","Rawalpindi",12,3.7,"03700-6971288","dr..muhammad.asim.anwar922@diagnoai.com","Bilal Hospital                38-A, Satellite Town, Sadiqabad Road, Rawalpindi.  Satellite Town , Rawalpindi"
"Dr. Tanwir Khaliq","General Surgeon","Islamabad",3,4.6,"03280-8062274","dr..tanwir.khaliq531@diagnoai.com","Ali Hospital                ,ospital Surgery5-C, I-9 Markaz, Islamabad.   I-9 , Islamabad"
"Dr M A Cheema","Cardiologists","Lahore",24,4.5,"03402-3748123","dr.m.a.cheema703@diagnoai.com","Surraya Azeem Hospital                5-Bahawalpur Road, Chowk Choubarji Lahore.  Choubarji  , Lahore"
"Dr Hafiz M Aslam","Skin Specialists | Dermatologists","Lahore",16,3.6,"03871-4933788","dr.hafiz.m.aslam36@diagnoai.com","Balauch Hospital                Allama Iqbal Road Mustafabad Saddar Lahore.  Mustafabad  , Lahore"
"Dr ALTAF TALPUR","Urologists","Hyderabad",9,3.7,"03733-6269237","dr.altaf.talpur86@diagnoai.com","Saddar, Hyderabad.  Saddar , Hyderabad"
"Dr Haleema Hashmi","Gynecologists","karachi",18,4,"03686-4299016","dr.haleema.hashmi522@diagnoai.com","Liaquat National Hospital                National Stadium Road,Karachi.  Stadium Road , karachi"
"Dr Naheed Bano","Gynecologists","Rawalpindi",7,4.9,"03711-7948303","dr.naheed.bano830@diagnoai.com","Saidpur Road, Satelite Town, Rawalpindi.  Satelite Town , Rawalpindi"
"Dr Prof Arif Ur Rehman Khan","Cardiologists","karachi",16,4.8,"03650-9260713","dr.prof.arif.ur.rehman.khan983@diagnoai.com","OMI Hospital                Kiyani Shaheed Road, Gazdarabad, Karachi.  Gazdarabad , karachi"
"Dr Daniyal Rashid","ENT Specialist","Rawalpindi",24,3.7,"03651-2686737","dr.daniyal.rashid969@diagnoai.com","Hearts International Hospital                192-A The Mall Road, Rawalpindi.  The Mall Road , Rawalpindi"
"Dr Humaira Jamal","Gynecologists","karachi",15,4.6,"03679-3818158","dr.humaira.jamal609@diagnoai.com","National Medical Centre                Korangi Road, Phase 1, DHA, Karachi.  DHA , karachi"
"ASIF ALI IMAM","Allergy Specialist","karachi",24,4.3,"03619-1666929","asif.ali.imam188@diagnoai.com","CC Nazerali Walji-2, Karachi.  Walji-2  , karachi"
"Dr Rashida Ghaffar","Gynecologists","karachi",7,4.8,"03765-8006493","dr.rashida.ghaffar711@diagnoai.com","Saifee Hospital                 ST-1, Block-F, North Nazimabad, Karachi.   North Nazimabad , karachi"
"Dr ZAFAR S.KHAN","ENT Specialist","Hyderabad",17,4.4,"03370-8115510","dr.zafar.s.khan406@diagnoai.com","Kashana-e-Aidi, Jail Road, Hirabad, Hyderabad.  Hirabad , Hyderabad"
"Dr Takween Nawaz","Gynecologists","Islamabad",16,4.6,"03681-6354020","dr.takween.nawaz542@diagnoai.com","Ali Medical Centre (PVT) Ltd                Main Markaz, Sector F - 8, Islamabad.  F-8 , Islamabad"
"Dr. Aftab Ahmed Choudhary","General Surgeon","Lahore",7,3.7,"03879-8646382","dr..aftab.ahmed.choudhary20@diagnoai.com","Doctors Hospital                 152-G/1, Canal Bank, Johar TownLahore.  Johar Town , Lahore"
"Dr Iffat Saleem","Gynecologists","Lahore",8,3.6,"03261-8323858","dr.iffat.saleem488@diagnoai.com","Fatima Memorial Hospital                Main Boulevard, Phase 2, Shadman, Lahore.  Shadman , Lahore"
"Dr Zulfiqar Ali","ENT Specialist","Islamabad",8,5,"03711-4495921","dr.zulfiqar.ali813@diagnoai.com","Kashmir Medical Centre                Near Khyber Plaza, Blue Area, Islamabad.  Blue Area , Islamabad"
"Dr Parveen Irshaduddin","Gynecologists","karachi",19,3.7,"03566-4083981","dr.parveen.irshaduddin620@diagnoai.com","The Aga Khan University Hospital                 AKUH Clifton Medical Services, Karachi.   Clifton , karachi"
"Dr Shamsa Zafar","Gynecologists","Islamabad",18,4.2,"03759-7577444","dr.shamsa.zafar990@diagnoai.com","Private Clinic I-9, Markaz, Islamabad.  I-9 , Islamabad"
"Dr Mussarat Omar","Gynecologists","Rawalpindi",3,4.1,"03496-9631344","dr.mussarat.omar588@diagnoai.com","Kulsoom Nursing Hospital                 Chera Chowk, Kari Road, Sadiqabad, Rawalpindi.   Sadiqabad , Rawalpindi"
"Dr Sumbul Sohail","Gynecologists","karachi",20,4.2,"03504-9803963","dr.sumbul.sohail507@diagnoai.com","Dr Ziauddin Hospital                  4/B, Shahrah-e-Ghalib, Block 6, Clifton, Karachi.  Clifton , karachi"
"Dr Altaf Riffat","Gynecologists","Lahore",21,4.8,"03754-1901956","dr.altaf.riffat72@diagnoai.com","Kaleem Hospital                18 - L, Model Town Ext, Lahore.  Model Town  , Lahore"
"Dr. Ali Jawad","Diabetologists","Lahore",18,3.5,"03620-7944764","dr..ali.jawad917@diagnoai.com","Jinnah Hospital                Alama Shabbir Ahmed Usmani Road, Lahore.  Alama Shabbir Ahmed Usmani Road , Lahore"
"Prof Dr. Haider Zaman","Cardiologists","Multan",24,4.1,"03984-3697963","prof.dr..haider.zaman221@diagnoai.com","City Health Care Services (Pvt) Ltd                Peer Khursheed Colony Road, Multan.  Peer Khursheed Colony Road , Multan"
"Dr Mohammad Jahangir","Skin Specialists | Dermatologists","Lahore",19,4.2,"03328-7347476","dr.mohammad.jahangir860@diagnoai.com","Kaleem Hospital                 Shalimar Link Road Lahore.   Shalimar Link Road , Lahore"
"Dr Prof Mohammad Ajmal","ENT Specialist","Rawalpindi",8,4.5,"03579-4042264","dr.prof.mohammad.ajmal402@diagnoai.com","Bilal Hospital                38-A, Satellite Town, Sadiqabad Road, Rawalpindi.  Satellite Town , Rawalpindi"
"Dr Nusrat Malik","Gynecologists","Lahore",15,3.6,"03686-4064263","dr.nusrat.malik376@diagnoai.com","Al-Shafi Hospital                15-Gulshan Block, Main Bouleward, Allama Iqbal Town, Lahore.Daily	7-9 PM	  Allama Iqbal Town , Lahore"
"Dr Zafar Iqbal","ENT Specialist","Rawalpindi",5,4.2,"03824-9606819","dr.zafar.iqbal467@diagnoai.com","Al-Malik Laser Surgery                Al-Malik Laser Surgery, Central Hospital Stop, Murree Road, Saddar, Islamabad/Rawalpindi.  Saddar , Rawalpindi"
"Dr Israr Ahmed","ENT Specialist","Lahore",4,3.8,"03184-4536976","dr.israr.ahmed52@diagnoai.com","Sarwat Anwar Medical Complex                02 - Tariq Block, New Garden Town, Lahore.  New Garden Town , Lahore"
"Dr Nadeem Zuberi","Gynecologists","karachi",16,3.7,"03860-9403718","dr.nadeem.zuberi610@diagnoai.com","The Aga Khan University Hospital                 AKUH Consulting Clinic, Stadium Road, Karachi.   Stadium Road , karachi"
"Dr. Haroon Rasul","Cardiologists","Lahore",6,3.6,"03799-1337860","dr..haroon.rasul284@diagnoai.com","Doctors Hospital                 152-G/1, Canal Bank, Johar Town, Lahore.   Johar Town , Lahore"
"Dr Abdul Basit","Diabetologists","karachi",18,4.5,"03852-3446955","dr.abdul.basit794@diagnoai.com","Baqai Institute of Diabatology & Endocrinology                 51, Deh Tor, Gadap Road,Near Toll Plaza, Super Highway, Karachi.  Deh Tor , karachi"
"Dr Zakir Alavi","Diabetologists","karachi",17,4.4,"03573-7386470","dr.zakir.alavi840@diagnoai.com","Liaquat National Hospital                National Stadium Rd, Karachi.  Stadium Road , karachi"
"Dr Mehreen Mujtaba","Skin Specialists | Dermatologists","Islamabad",16,4.6,"03220-8589097","dr.mehreen.mujtaba95@diagnoai.com","Shifa Medical Center                 Savoy Arcade (Next to Standard Chartered Bank),F-11 Markaz, Islamabad.  F-11 , Islamabad"
"Dr. Shafqat Hasan","Cardiologists","karachi",11,4.1,"03103-2083212","dr..shafqat.hasan645@diagnoai.com","Patel Hospital                T-18, Block-4, Gulshan-e-Iqbal, Karachi.  Gulshan-e-Iqbal , karachi"
"Dr Mohammad Saeed","Skin Specialists | Dermatologists","Lahore",12,3.8,"03646-8781336","dr.mohammad.saeed284@diagnoai.com","Saira Memorial Hospital                 1 -M, Civic Centre Modal Town Ext, Lahore.  Modal Town Extension , Lahore"
"Dr. Muhammad Waseem","Cardiologists","Rawalpindi",12,3.8,"03692-8653273","dr..muhammad.waseem199@diagnoai.com","Armed Forces Institute of Cardiology                Peshawar Rd, Rawalpindi.   Peshawar Rd , Rawalpindi"
"Dr. Khalid Rasheed","Cardiologists","karachi",22,4,"03966-8935315","dr..khalid.rasheed582@diagnoai.com","Tabba Heart Institute                Block 8, Fedral B Area, Karachi.   Fedral B  , karachi"
"Dr Romana Rauf","Gynecologists","Rawalpindi",15,4.7,"03113-2147933","dr.romana.rauf953@diagnoai.com","Qureshi Medical Centre                Sector-2, Khyiaban-E Sir Syed, Islamabad.  Khyiaban-E Sir Syed , Rawalpindi"
"Dr. Shamsunnisa Sadia","Gynecologists","Rawalpindi",10,4.5,"03674-6644652","dr..shamsunnisa.sadia427@diagnoai.com","Maryam Memorial                 Peshawar Road, Rawalpindi.  Peshawar Road , Rawalpindi"
"Dr  Tayyaba Naseer","Gynecologists","karachi",6,3.9,"03143-5138001","dr..tayyaba.naseer254@diagnoai.com","Murshid Hospital & Health Care Centre                Hub River Road, Mujahidabad, Karachi.  Mujahidabad , karachi"
"Dr. Mumtaz Rasul Malik","Gastroenterology","Faisalabad",11,4.2,"03527-7574986","dr..mumtaz.rasul.malik496@diagnoai.com","Al-Hassan Surgical & Medical Center                Al-Hassan Surgical &  Near M C Office Samundri City Distt. Faisalabad.  Samundri City  , Faisalabad"
"Dr Abdul Jabbar Pirzada","Urologists","karachi",13,4.1,"03686-5663603","dr.abdul.jabbar.pirzada727@diagnoai.com","Liaquat National Hospital                National Stadium Road, Karachi.    National Stadium Road , karachi"
"Dr Habiba Sharaf Ali","Gynecologists","karachi",14,4.2,"03459-8640281","dr.habiba.sharaf.ali922@diagnoai.com","Ziauddin Medical University & Hospital                 North Nazimabad, Karachi.  North Nazimabad , karachi"
"Dr Ayesha Khatoon","Gynecologists","karachi",7,4.8,"03694-4397513","dr.ayesha.khatoon492@diagnoai.com","Usman Memorial Hospital                St. 12, Block-1, Federal B Area, Karachi.   Federal B Area , karachi"
"Dr Afia Ansar","Gynecologists","karachi",19,3.7,"03923-3407674","dr.afia.ansar819@diagnoai.com","National Medical Centre                A-5/A, National Highway,,Near Kala Pul,, Korangi Road, Karachi  DHA  , karachi"
"Dr Shamim Ahmed","Skin Specialists | Dermatologists","karachi",14,4,"03277-5035371","dr.shamim.ahmed632@diagnoai.com","Saifee Hospital                St-1, Block-F, North Nazimabad, Near Chase-up Department Store, Karachi.   North Nazimabad , karachi"
"Dr Riffat Jalil","Gynecologists","karachi",19,3.9,"03510-9982688","dr.riffat.jalil369@diagnoai.com","Usman Memorial Hospital                St. 12, Block-1, Federal B Area, Karachi.  Federal B Area , karachi"
"Dr Arif Tajamal Khan","Gynecologists","Lahore",6,4.3,"03371-7334263","dr.arif.tajamal.khan165@diagnoai.com","First Medical                934, Maulana Shaukat Ali Road, Block B, Faisal Town, Lahore.  Faisal Town , Lahore"
"Dr Nighat Shah","Gynecologists","karachi",14,4.1,"03785-7841547","dr.nighat.shah248@diagnoai.com","The Aga Khan University Hospital                 AKUH Consulting Clinic 4, Stadium Road, Karachi.   , karachi"
"Dr Irfan Ahmed","ENT Specialist","Rawalpindi",9,4.5,"03769-3240374","dr.irfan.ahmed957@diagnoai.com","Hearing Centre                 The Clinic, 965/B, Near Haidry Chowk Saidpur, Rawalpindi.  Saidpur , Rawalpindi"
"Dr Jamshaid Butt","Skin Specialists | Dermatologists","Lahore",3,4.5,"03599-8344152","dr.jamshaid.butt855@diagnoai.com","Shalimar Hospital                Shalimar Link Road, Mughalpura, Lahore.  MughalPura , Lahore"
"Dr Amna Memon","Gynecologists","Hyderabad",13,4.1,"03564-2331843","dr.amna.memon709@diagnoai.com","Liaquat University of Medical & Health Sciences                Jamshoro, Sindh.  Jamshoro , Hyderabad"
"Dr Nida Najmi","Gynecologists","karachi",24,4.4,"03638-3858843","dr.nida.najmi648@diagnoai.com","The Aga Khan University Hospital                 Consulting Clinic 4, Stadium Road, Karachi.   Stadium Road , karachi"
"Dr Atif Sharif","ENT Specialist","Rawalpindi",4,3.7,"03212-8649148","dr.atif.sharif629@diagnoai.com","Al-Qaim Hospital                B-Block, Rawalpindi.  Satellite Town , Rawalpindi"
"Dr Brig.(R) Ghulam Murtaza","Skin Specialists | Dermatologists","Rawalpindi",17,4.9,"03419-9402769","dr.brig..r..ghulam.murtaza355@diagnoai.com","Bilal Hospital                38-A, Satellite Town, Sadiqabad Road, Rawalpindi.  Satellite Town , Rawalpindi"
"Dr Zubaida","Gynecologists","karachi",18,4.4,"03206-1778694","dr.zubaida481@diagnoai.com","Memon Medical Institute and Hospital                Hyder Buksh Gabol Road, Safoora Chowrangi, K.D.A., Scheme 33, Karachi.  Safoora Chowrangi , karachi"
"Dr M Atta Khan","Diabetologists","karachi",4,4.1,"03645-2607717","dr.m.atta.khan507@diagnoai.com","Aga Khan University Hospital                AKUH Consulting Clinic, Stadium Road, Karachi.  Stadium Rd , karachi"
"Dr Syed Qazi Muzaffar Alam","ENT Specialist","Rawalpindi",7,4.6,"03861-5229295","dr.syed.qazi.muzaffar.alam189@diagnoai.com","Bilal Hospital                38-A, Satellite Town, Sadiqabad Road, Rawalpindi.  Satellite Town , Rawalpindi"
"Dr Mohammad Ziauddin","Skin Specialists | Dermatologists","Lahore",12,4.9,"03909-5937608","dr.mohammad.ziauddin56@diagnoai.com","Dermacare clinic lahore                144 Zafar Ali Rd, Lahore   Zafar Ali Rd , Lahore"
"Dr Ghazala Aziz","Skin Specialists | Dermatologists","karachi",17,3.6,"03925-7045829","dr.ghazala.aziz312@diagnoai.com","National Medical Centre                 A-5/A, National Highway, Near Kala Pul,, Korangi Road, Karachi.  Korangi Road , karachi"
"Dr Bushra Saeed","Gynecologists","Lahore",20,4,"03774-3592364","dr.bushra.saeed766@diagnoai.com","Shalamar Hospital                Shalimar Link Road, Mughalpura, Lahore.  Mughalpura , Lahore"
"Dr. Farah Naz","Gynecologists","karachi",5,4.6,"03393-4026416","dr..farah.naz478@diagnoai.com","DHA Medical Centre                P-38 / A, 10th Street, Khayaban-e-Rahat, Street # 10, Phase-VI, DHA.  DHA , karachi"
"Dr Huma Ahmed","Gynecologists","karachi",17,4.5,"03236-4760939","dr.huma.ahmed457@diagnoai.com","Ziauddin Hospital                Cifton, 4/B, Shahrah-e-Ghalib, Block 6, Clifton, Karachi.  Clifton , karachi"
"Dr Farhana Saeed","Gynecologists","Lahore",24,4,"03291-2066176","dr.farhana.saeed464@diagnoai.com","Shalamar Hospital                Shalimar Link Road, Mughalpura, Lahore.  MughalPura , Lahore"
"Dr Raheel Hussain","Cardiologists","karachi",15,4.2,"03492-5546686","dr.raheel.hussain25@diagnoai.com","Burhani Hospital                Tayebjee Road, Gari Khata, Hassan Ali Effendi Road, Karachi.  Gari Khata , karachi"
"Dr.Nelofar Saleem","Gynecologists","Rawalpindi",13,5,"03374-8228121","dr.nelofar.saleem870@diagnoai.com","Bilal Hospital                38-A, Satellite Town, Sadiqabad Road, Rawalpind.  Satellite Town , Rawalpindi"
"Dr Ghulam Saqlain","ENT Specialist","Islamabad",9,5,"03371-6983112","dr.ghulam.saqlain850@diagnoai.com","Ali Hospital                9-E, Huma Plaza, Opp Polyclinic Blue Area, Islamabad.  Blue Area , Islamabad"
"Dr. Zafar Mahmood","ENT Specialist","karachi",13,4.7,"03640-7502880","dr..zafar.mahmood536@diagnoai.com","Patel Hospital                ST-18, Block-4 , Gulshan-e-Iqbal, Karachi.   Gulshan-e-Iqbal , karachi"
"Dr Seemi Bibi","Gynecologists","Hyderabad",6,4.4,"03244-5909017","dr.seemi.bibi572@diagnoai.com","9-Saba Commercial, Abdullah Town Houses, Main Wadhu Wah Road, Qasimabad, Hyderabad.  Qasimabad , Hyderabad"
"Dr Zarina Zaidi","Gynecologists","Lahore",12,3.9,"03454-4217574","dr.zarina.zaidi957@diagnoai.com","Main Defence Road                Main Boulevard, Main Defence Road, Lahore.  Rasheed Hospital , Lahore"
"Dr Iftikhar Ahmad","Skin Specialists | Dermatologists","Lahore",17,4.5,"03716-3234954","dr.iftikhar.ahmad57@diagnoai.com","Skin Care Clinic                19, Faiz Road, Block C, New Muslim Town, Lahore.  New Muslim Town , Lahore"
"Dr Uroosa Khatoon","Gynecologists","karachi",5,4.5,"03462-9120593","dr.uroosa.khatoon668@diagnoai.com","Dr Ziauddin Hospital                 Block B, North Nazimabad, Karachi.   North Nazimabad , karachi"
"Dr Waseem Imran Sheikh","Skin Specialists | Dermatologists","Rawalpindi",8,4.5,"03140-8680397","dr.waseem.imran.sheikh285@diagnoai.com","Hussain Clinic                BB 372/A T B HOSPITAL ROAD RAWALPINDI.  T B HOSPITAL ROAD , Rawalpindi"
"Dr Amber Waris","Gynecologists","Lahore",3,3.8,"03885-8349668","dr.amber.waris869@diagnoai.com","Waris Clinic                56 / E, Maulana Shaukat Ali Road, Johar Town, Lahore.  Johar Town , Lahore"
"Dr Rashid A Chaudhary","Skin Specialists | Dermatologists","Islamabad",6,5,"03212-1507283","dr.rashid.a.chaudhary983@diagnoai.com","Shifa International Hospital,                Pitras Bukhari Road, H-8/4, H-8, Islamabad.  H-8 , Islamabad"
"Dr. Maria Wasti","Skin Specialists | Dermatologists","Islamabad",3,4.9,"03895-4924035","dr..maria.wasti975@diagnoai.com","Ali Medical Centre                Kohistan Road, F8 Markaz, Islamabad.  F-8 , Islamabad"
"Dr Khalid Mehmood","Skin Specialists | Dermatologists","Lahore",21,3.6,"03516-1829159","dr.khalid.mehmood810@diagnoai.com","United Christian Hospital Main Boulevard Gulberg lll, Lahore.  Gulberg 3 , Lahore"
"Dr Nabila Yusuf","Skin Specialists | Dermatologists","Lahore",9,3.9,"03649-3614715","dr.nabila.yusuf542@diagnoai.com","Hayat Specialist Clinic                 Saddar Bazar,Lahore, Punjab, Pakistan.  Saddar Bazar , Lahore"
"Dr Tariq Mehmood","Skin Specialists | Dermatologists","Rawalpindi",5,3.7,"03885-3175474","dr.tariq.mehmood67@diagnoai.com","Bilal Hospital                38-A, Satellite Town, Sadiqabad Road, Rawalpindi.  Satellite Town , Rawalpindi"
"Dr M Jahangir","Skin Specialists | Dermatologists","Lahore",22,3.5,"03596-6685183","dr.m.jahangir708@diagnoai.com","Kanan Clinic                121, Main Boulevard, Shadman, Lahore.  Shadman  , Lahore"
"Dr Riaz Mehmood Malik","Skin Specialists | Dermatologists","Lahore",24,4.2,"03591-4653158","dr.riaz.mehmood.malik49@diagnoai.com","Chaudhry Rehmat Ali Memorial Trust Hospital                Ch Rahmat Ali Road, Block B1, Phase AII, Township, Lahore.  Township , Lahore"
"Dr. Ambreen Khan","Gynecologists","karachi",22,3.8,"03540-3354574","dr..ambreen.khan639@diagnoai.com","D.H.A Medical Center                 P-38 / A, 10th Street, Khayaban-e-Rahat, Street # 10, Phase-VI, DHA, Karachi.  DHA Phase-VI , karachi"
